borrower_id,risk_segment,recommended_action,compliance_status,violation_reason
BRW-03107,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04933,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00605,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03066,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00091,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01897,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00471,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02789,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03983,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01390,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02834,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01692,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00298,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04201,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01544,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04255,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00044,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00797,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00736,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01209,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01057,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03574,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01759,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03116,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00264,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01878,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03156,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01968,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01210,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02088,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02853,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02841,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03635,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00789,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02600,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00011,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00864,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03807,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03372,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00865,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03704,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03470,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02032,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01436,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01277,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04167,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02576,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04162,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03955,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04634,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02686,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00837,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00078,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03668,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04352,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01888,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02040,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03738,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02483,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04662,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02861,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02382,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02443,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04989,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02178,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03203,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03274,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00674,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02127,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01668,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00787,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00188,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03265,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01469,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00404,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02107,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00062,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04150,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03039,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04896,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01785,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02226,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03312,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00070,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04290,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04249,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03760,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00211,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03033,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03391,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02141,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03799,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03630,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00911,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02001,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02651,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03977,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00527,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00508,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03296,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02931,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03289,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02889,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02930,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01316,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04342,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02545,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04357,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02383,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00502,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03280,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01837,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02936,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04540,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-02159,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00717,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02373,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02474,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00222,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04897,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02104,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01163,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04467,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03650,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04698,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04426,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03774,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04618,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00932,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03675,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04796,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01571,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00867,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02091,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01553,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02171,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03627,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00160,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04169,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02705,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01766,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02240,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03126,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04268,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01332,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02652,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01467,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01484,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03520,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01568,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00089,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00330,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01159,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01824,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04726,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
