borrower_id,repayment_probability,risk_segment,priority_score,recommended_action,urgency_level,priority_rank
BRW-01760,0.6388,Medium Risk,0.3612,Call-center follow-up,Medium,3961
BRW-01358,0.6388,Medium Risk,0.3612,Call-center follow-up,Medium,3962
BRW-01294,0.6388,Medium Risk,0.3612,Call-center follow-up,Medium,3963
BRW-00585,0.639,Medium Risk,0.361,Call-center follow-up,Medium,3964
BRW-02795,0.639,Medium Risk,0.361,Call-center follow-up,Medium,3965
BRW-04051,0.639,Medium Risk,0.361,Call-center follow-up,Medium,3966
BRW-01371,0.6391,Medium Risk,0.3609,Call-center follow-up,Medium,3967
BRW-00452,0.6392,Medium Risk,0.3608,Call-center follow-up,Medium,3968
BRW-00626,0.6393,Medium Risk,0.3607,Call-center follow-up,Medium,3969
BRW-02530,0.6396,Medium Risk,0.3604,Call-center follow-up,Medium,3970
BRW-02037,0.6396,Medium Risk,0.3604,Call-center follow-up,Medium,3971
BRW-00442,0.6397,Medium Risk,0.3603,Call-center follow-up,Medium,3972
BRW-01738,0.6398,Medium Risk,0.3602,Call-center follow-up,Medium,3973
BRW-04573,0.6399,Medium Risk,0.3601,Call-center follow-up,Medium,3974
BRW-00913,0.6402,Medium Risk,0.3598,Call-center follow-up,Medium,3975
BRW-00111,0.6403,Medium Risk,0.3597,Call-center follow-up,Medium,3976
BRW-04579,0.6404,Medium Risk,0.3596,Call-center follow-up,Medium,3977
BRW-03804,0.6404,Medium Risk,0.3596,Call-center follow-up,Medium,3978
BRW-01321,0.6405,Medium Risk,0.3595,Call-center follow-up,Medium,3979
BRW-03575,0.6406,Medium Risk,0.3594,Call-center follow-up,Medium,3980
BRW-03606,0.6407,Medium Risk,0.3593,Call-center follow-up,Medium,3981
BRW-04686,0.6407,Medium Risk,0.3593,Call-center follow-up,Medium,3982
BRW-01570,0.6408,Medium Risk,0.3592,Call-center follow-up,Medium,3983
BRW-00677,0.6408,Medium Risk,0.3592,Call-center follow-up,Medium,3984
BRW-02735,0.6408,Medium Risk,0.3592,Call-center follow-up,Medium,3985
BRW-04281,0.6409,Medium Risk,0.3591,Call-center follow-up,Medium,3986
BRW-04445,0.6409,Medium Risk,0.3591,Call-center follow-up,Medium,3987
BRW-02997,0.6409,Medium Risk,0.3591,Call-center follow-up,Medium,3988
BRW-04848,0.6411,Medium Risk,0.3589,Call-center follow-up,Medium,3989
BRW-01643,0.6411,Medium Risk,0.3589,Call-center follow-up,Medium,3990
BRW-02581,0.6412,Medium Risk,0.3588,Call-center follow-up,Medium,3991
BRW-02408,0.6414,Medium Risk,0.3586,Call-center follow-up,Medium,3992
BRW-04614,0.6417,Medium Risk,0.3583,Call-center follow-up,Medium,3993
BRW-00217,0.6417,Medium Risk,0.3583,Call-center follow-up,Medium,3994
BRW-01548,0.6417,Medium Risk,0.3583,Call-center follow-up,Medium,3995
BRW-00481,0.6418,Medium Risk,0.3582,Call-center follow-up,Medium,3996
BRW-03415,0.6418,Medium Risk,0.3582,Call-center follow-up,Medium,3997
BRW-00821,0.6418,Medium Risk,0.3582,Call-center follow-up,Medium,3998
BRW-04742,0.6419,Medium Risk,0.3581,Call-center follow-up,Medium,3999
BRW-03194,0.6419,Medium Risk,0.3581,Call-center follow-up,Medium,4000
BRW-04803,0.6422,Medium Risk,0.3578,Call-center follow-up,Medium,4001
BRW-01908,0.6424,Medium Risk,0.3576,Call-center follow-up,Medium,4002
BRW-02087,0.6425,Medium Risk,0.3575,Call-center follow-up,Medium,4003
BRW-03851,0.6425,Medium Risk,0.3575,Call-center follow-up,Medium,4004
BRW-03098,0.6425,Medium Risk,0.3575,Call-center follow-up,Medium,4005
BRW-04111,0.6427,Medium Risk,0.3573,Call-center follow-up,Medium,4006
BRW-02656,0.6429,Medium Risk,0.3571,Call-center follow-up,Medium,4007
BRW-02700,0.643,Medium Risk,0.357,Call-center follow-up,Medium,4008
BRW-00728,0.643,Medium Risk,0.357,Call-center follow-up,Medium,4009
BRW-01218,0.6431,Medium Risk,0.3569,Call-center follow-up,Medium,4010
BRW-00021,0.6432,Medium Risk,0.3568,Call-center follow-up,Medium,4011
BRW-04378,0.6434,Medium Risk,0.3566,Call-center follow-up,Medium,4012
BRW-02513,0.6434,Medium Risk,0.3566,Call-center follow-up,Medium,4013
BRW-05000,0.6435,Medium Risk,0.3565,Call-center follow-up,Medium,4014
BRW-00979,0.6436,Medium Risk,0.3564,Call-center follow-up,Medium,4015
BRW-02899,0.6436,Medium Risk,0.3564,Call-center follow-up,Medium,4016
BRW-04304,0.6437,Medium Risk,0.3563,Call-center follow-up,Medium,4017
BRW-00646,0.6437,Medium Risk,0.3563,Call-center follow-up,Medium,4018
BRW-03865,0.6437,Medium Risk,0.3563,Call-center follow-up,Medium,4019
BRW-03479,0.6437,Medium Risk,0.3563,Call-center follow-up,Medium,4020
BRW-04837,0.6438,Medium Risk,0.3562,Call-center follow-up,Medium,4021
BRW-00651,0.6438,Medium Risk,0.3562,Call-center follow-up,Medium,4022
BRW-03049,0.644,Medium Risk,0.356,Call-center follow-up,Medium,4023
BRW-00242,0.6441,Medium Risk,0.3559,Call-center follow-up,Medium,4024
BRW-01941,0.6441,Medium Risk,0.3559,Call-center follow-up,Medium,4025
BRW-01921,0.6441,Medium Risk,0.3559,Call-center follow-up,Medium,4026
BRW-01746,0.6445,Medium Risk,0.3555,Call-center follow-up,Medium,4027
BRW-01424,0.6446,Medium Risk,0.3554,Call-center follow-up,Medium,4028
BRW-02584,0.6446,Medium Risk,0.3554,Call-center follow-up,Medium,4029
BRW-03365,0.6446,Medium Risk,0.3554,Call-center follow-up,Medium,4030
BRW-01787,0.6448,Medium Risk,0.3552,Call-center follow-up,Medium,4031
BRW-00923,0.6449,Medium Risk,0.3551,Call-center follow-up,Medium,4032
BRW-03980,0.6451,Medium Risk,0.3549,Call-center follow-up,Medium,4033
BRW-04833,0.6452,Medium Risk,0.3548,Call-center follow-up,Medium,4034
BRW-01481,0.6454,Medium Risk,0.3546,Call-center follow-up,Medium,4035
BRW-03042,0.6455,Medium Risk,0.3545,Call-center follow-up,Medium,4036
BRW-01592,0.6455,Medium Risk,0.3545,Call-center follow-up,Medium,4037
BRW-00993,0.6455,Medium Risk,0.3545,Call-center follow-up,Medium,4038
BRW-02856,0.6456,Medium Risk,0.3544,Call-center follow-up,Medium,4039
BRW-03476,0.6456,Medium Risk,0.3544,Call-center follow-up,Medium,4040
BRW-04950,0.6456,Medium Risk,0.3544,Call-center follow-up,Medium,4041
BRW-01178,0.6456,Medium Risk,0.3544,Call-center follow-up,Medium,4042
BRW-01977,0.6457,Medium Risk,0.3543,Call-center follow-up,Medium,4043
BRW-02418,0.6457,Medium Risk,0.3543,Call-center follow-up,Medium,4044
BRW-01487,0.6457,Medium Risk,0.3543,Call-center follow-up,Medium,4045
BRW-02879,0.6459,Medium Risk,0.3541,Call-center follow-up,Medium,4046
BRW-00589,0.646,Medium Risk,0.354,Call-center follow-up,Medium,4047
BRW-00847,0.6462,Medium Risk,0.3538,Call-center follow-up,Medium,4048
BRW-00067,0.6462,Medium Risk,0.3538,Call-center follow-up,Medium,4049
BRW-03226,0.6462,Medium Risk,0.3538,Call-center follow-up,Medium,4050
BRW-02378,0.6462,Medium Risk,0.3538,Call-center follow-up,Medium,4051
BRW-02262,0.6463,Medium Risk,0.3537,Call-center follow-up,Medium,4052
BRW-04184,0.6464,Medium Risk,0.3536,Call-center follow-up,Medium,4053
BRW-03795,0.6464,Medium Risk,0.3536,Call-center follow-up,Medium,4054
BRW-01755,0.6464,Medium Risk,0.3536,Call-center follow-up,Medium,4055
BRW-00093,0.6464,Medium Risk,0.3536,Call-center follow-up,Medium,4056
BRW-04737,0.6465,Medium Risk,0.3535,Call-center follow-up,Medium,4057
BRW-03452,0.6465,Medium Risk,0.3535,Call-center follow-up,Medium,4058
BRW-02212,0.6466,Medium Risk,0.3534,Call-center follow-up,Medium,4059
BRW-04594,0.6466,Medium Risk,0.3534,Call-center follow-up,Medium,4060
BRW-04213,0.6469,Medium Risk,0.3531,Call-center follow-up,Medium,4061
BRW-04020,0.647,Medium Risk,0.353,Call-center follow-up,Medium,4062
BRW-01398,0.6471,Medium Risk,0.3529,Call-center follow-up,Medium,4063
BRW-00499,0.6471,Medium Risk,0.3529,Call-center follow-up,Medium,4064
BRW-04447,0.6472,Medium Risk,0.3528,Call-center follow-up,Medium,4065
BRW-01397,0.6474,Medium Risk,0.3526,Call-center follow-up,Medium,4066
BRW-01845,0.6474,Medium Risk,0.3526,Call-center follow-up,Medium,4067
BRW-02912,0.6475,Medium Risk,0.3525,Call-center follow-up,Medium,4068
BRW-00995,0.6476,Medium Risk,0.3524,Call-center follow-up,Medium,4069
BRW-00666,0.6476,Medium Risk,0.3524,Call-center follow-up,Medium,4070
BRW-03743,0.6476,Medium Risk,0.3524,Call-center follow-up,Medium,4071
BRW-03152,0.6477,Medium Risk,0.3523,Call-center follow-up,Medium,4072
BRW-04643,0.6477,Medium Risk,0.3523,Call-center follow-up,Medium,4073
BRW-00989,0.6477,Medium Risk,0.3523,Call-center follow-up,Medium,4074
BRW-04751,0.648,Medium Risk,0.352,Call-center follow-up,Medium,4075
BRW-04998,0.6481,Medium Risk,0.3519,Call-center follow-up,Medium,4076
BRW-02489,0.6482,Medium Risk,0.3518,Call-center follow-up,Medium,4077
BRW-00639,0.6482,Medium Risk,0.3518,Call-center follow-up,Medium,4078
BRW-01936,0.6482,Medium Risk,0.3518,Call-center follow-up,Medium,4079
BRW-04496,0.6483,Medium Risk,0.3517,Call-center follow-up,Medium,4080
BRW-03868,0.6483,Medium Risk,0.3517,Call-center follow-up,Medium,4081
BRW-00295,0.6485,Medium Risk,0.3515,Call-center follow-up,Medium,4082
BRW-00719,0.6485,Medium Risk,0.3515,Call-center follow-up,Medium,4083
BRW-03705,0.6486,Medium Risk,0.3514,Call-center follow-up,Medium,4084
BRW-02047,0.6488,Medium Risk,0.3512,Call-center follow-up,Medium,4085
BRW-01619,0.6488,Medium Risk,0.3512,Call-center follow-up,Medium,4086
BRW-02277,0.6489,Medium Risk,0.3511,Call-center follow-up,Medium,4087
BRW-02273,0.649,Medium Risk,0.351,Call-center follow-up,Medium,4088
BRW-01131,0.649,Medium Risk,0.351,Call-center follow-up,Medium,4089
BRW-03382,0.6491,Medium Risk,0.3509,Call-center follow-up,Medium,4090
BRW-02836,0.6494,Medium Risk,0.3506,Call-center follow-up,Medium,4091
BRW-04291,0.6494,Medium Risk,0.3506,Call-center follow-up,Medium,4092
BRW-03128,0.6495,Medium Risk,0.3505,Call-center follow-up,Medium,4093
BRW-03200,0.6496,Medium Risk,0.3504,Call-center follow-up,Medium,4094
BRW-00341,0.6497,Medium Risk,0.3503,Call-center follow-up,Medium,4095
BRW-04478,0.6497,Medium Risk,0.3503,Call-center follow-up,Medium,4096
BRW-02579,0.6498,Medium Risk,0.3502,Call-center follow-up,Medium,4097
BRW-00800,0.6499,Medium Risk,0.3501,Call-center follow-up,Medium,4098
BRW-01108,0.65,Medium Risk,0.35,Call-center follow-up,Medium,4099
BRW-02399,0.6501,Medium Risk,0.3499,Call-center follow-up,Medium,4100
BRW-03020,0.6502,Medium Risk,0.3498,Call-center follow-up,Medium,4101
BRW-00450,0.6502,Medium Risk,0.3498,Call-center follow-up,Medium,4102
BRW-00409,0.6503,Medium Risk,0.3497,Call-center follow-up,Medium,4103
BRW-04925,0.6505,Medium Risk,0.3495,Call-center follow-up,Medium,4104
BRW-02470,0.6505,Medium Risk,0.3495,Call-center follow-up,Medium,4105
BRW-03800,0.6505,Medium Risk,0.3495,Call-center follow-up,Medium,4106
BRW-01160,0.6505,Medium Risk,0.3495,Call-center follow-up,Medium,4107
BRW-04010,0.6506,Medium Risk,0.3494,Call-center follow-up,Medium,4108
BRW-01446,0.6507,Medium Risk,0.3493,Call-center follow-up,Medium,4109
BRW-03430,0.6508,Medium Risk,0.3492,Call-center follow-up,Medium,4110
BRW-04483,0.6508,Medium Risk,0.3492,Call-center follow-up,Medium,4111
BRW-02640,0.6508,Medium Risk,0.3492,Call-center follow-up,Medium,4112
BRW-04771,0.6509,Medium Risk,0.3491,Call-center follow-up,Medium,4113
BRW-00899,0.6509,Medium Risk,0.3491,Call-center follow-up,Medium,4114
BRW-01030,0.6512,Medium Risk,0.3488,Call-center follow-up,Medium,4115
BRW-03406,0.6512,Medium Risk,0.3488,Call-center follow-up,Medium,4116
BRW-04554,0.6513,Medium Risk,0.3487,Call-center follow-up,Medium,4117
BRW-03332,0.6513,Medium Risk,0.3487,Call-center follow-up,Medium,4118
BRW-01156,0.6514,Medium Risk,0.3486,Call-center follow-up,Medium,4119
BRW-01798,0.6514,Medium Risk,0.3486,Call-center follow-up,Medium,4120
BRW-01790,0.6516,Medium Risk,0.3484,Call-center follow-up,Medium,4121
BRW-04777,0.6518,Medium Risk,0.3482,Call-center follow-up,Medium,4122
BRW-04431,0.6519,Medium Risk,0.3481,Call-center follow-up,Medium,4123
BRW-02548,0.652,Medium Risk,0.348,Call-center follow-up,Medium,4124
BRW-00538,0.652,Medium Risk,0.348,Call-center follow-up,Medium,4125
BRW-00987,0.6522,Medium Risk,0.3478,Call-center follow-up,Medium,4126
BRW-00551,0.6522,Medium Risk,0.3478,Call-center follow-up,Medium,4127
BRW-02302,0.6523,Medium Risk,0.3477,Call-center follow-up,Medium,4128
BRW-02304,0.6524,Medium Risk,0.3476,Call-center follow-up,Medium,4129
BRW-03484,0.6527,Medium Risk,0.3473,Call-center follow-up,Medium,4130
BRW-04730,0.6527,Medium Risk,0.3473,Call-center follow-up,Medium,4131
BRW-03285,0.6528,Medium Risk,0.3472,Call-center follow-up,Medium,4132
BRW-00954,0.6529,Medium Risk,0.3471,Call-center follow-up,Medium,4133
BRW-00771,0.653,Medium Risk,0.347,Call-center follow-up,Medium,4134
BRW-04459,0.653,Medium Risk,0.347,Call-center follow-up,Medium,4135
BRW-04535,0.653,Medium Risk,0.347,Call-center follow-up,Medium,4136
BRW-03829,0.6531,Medium Risk,0.3469,Call-center follow-up,Medium,4137
BRW-03632,0.6533,Medium Risk,0.3467,Call-center follow-up,Medium,4138
BRW-03464,0.6533,Medium Risk,0.3467,Call-center follow-up,Medium,4139
BRW-00472,0.6533,Medium Risk,0.3467,Call-center follow-up,Medium,4140
BRW-04616,0.6535,Medium Risk,0.3465,Call-center follow-up,Medium,4141
BRW-00210,0.6535,Medium Risk,0.3465,Call-center follow-up,Medium,4142
BRW-03245,0.654,Medium Risk,0.346,Call-center follow-up,Medium,4143
BRW-02714,0.6542,Medium Risk,0.3458,Call-center follow-up,Medium,4144
BRW-02644,0.6542,Medium Risk,0.3458,Call-center follow-up,Medium,4145
BRW-01219,0.6543,Medium Risk,0.3457,Call-center follow-up,Medium,4146
BRW-00308,0.6543,Medium Risk,0.3457,Call-center follow-up,Medium,4147
BRW-04949,0.6544,Medium Risk,0.3456,Call-center follow-up,Medium,4148
BRW-02811,0.6545,Medium Risk,0.3455,Call-center follow-up,Medium,4149
BRW-00161,0.6546,Medium Risk,0.3454,Call-center follow-up,Medium,4150
BRW-00705,0.6546,Medium Risk,0.3454,Call-center follow-up,Medium,4151
BRW-01166,0.6546,Medium Risk,0.3454,Call-center follow-up,Medium,4152
BRW-00595,0.6547,Medium Risk,0.3453,Call-center follow-up,Medium,4153
BRW-02326,0.6549,Medium Risk,0.3451,Call-center follow-up,Medium,4154
BRW-04135,0.6549,Medium Risk,0.3451,Call-center follow-up,Medium,4155
BRW-02865,0.6551,Medium Risk,0.3449,Call-center follow-up,Medium,4156
BRW-02630,0.6551,Medium Risk,0.3449,Call-center follow-up,Medium,4157
BRW-02940,0.6551,Medium Risk,0.3449,Call-center follow-up,Medium,4158
BRW-04608,0.6552,Medium Risk,0.3448,Call-center follow-up,Medium,4159
BRW-02359,0.6552,Medium Risk,0.3448,Call-center follow-up,Medium,4160
BRW-04057,0.6552,Medium Risk,0.3448,Call-center follow-up,Medium,4161
BRW-00528,0.6552,Medium Risk,0.3448,Call-center follow-up,Medium,4162
BRW-04622,0.6555,Medium Risk,0.3445,Call-center follow-up,Medium,4163
BRW-04709,0.6556,Medium Risk,0.3444,Call-center follow-up,Medium,4164
BRW-04472,0.6556,Medium Risk,0.3444,Call-center follow-up,Medium,4165
BRW-03745,0.6557,Medium Risk,0.3443,Call-center follow-up,Medium,4166
BRW-03785,0.6557,Medium Risk,0.3443,Call-center follow-up,Medium,4167
BRW-01368,0.6557,Medium Risk,0.3443,Call-center follow-up,Medium,4168
BRW-04543,0.6557,Medium Risk,0.3443,Call-center follow-up,Medium,4169
BRW-03204,0.6558,Medium Risk,0.3442,Call-center follow-up,Medium,4170
BRW-01180,0.6558,Medium Risk,0.3442,Call-center follow-up,Medium,4171
BRW-00198,0.6558,Medium Risk,0.3442,Call-center follow-up,Medium,4172
BRW-02009,0.6559,Medium Risk,0.3441,Call-center follow-up,Medium,4173
BRW-04863,0.656,Medium Risk,0.344,Call-center follow-up,Medium,4174
BRW-04358,0.656,Medium Risk,0.344,Call-center follow-up,Medium,4175
BRW-04965,0.656,Medium Risk,0.344,Call-center follow-up,Medium,4176
BRW-03656,0.6561,Medium Risk,0.3439,Call-center follow-up,Medium,4177
BRW-04383,0.6561,Medium Risk,0.3439,Call-center follow-up,Medium,4178
BRW-00892,0.6563,Medium Risk,0.3437,Call-center follow-up,Medium,4179
BRW-04282,0.6563,Medium Risk,0.3437,Call-center follow-up,Medium,4180
BRW-02236,0.6563,Medium Risk,0.3437,Call-center follow-up,Medium,4181
BRW-00088,0.6563,Medium Risk,0.3437,Call-center follow-up,Medium,4182
BRW-03121,0.6564,Medium Risk,0.3436,Call-center follow-up,Medium,4183
BRW-00608,0.6565,Medium Risk,0.3435,Call-center follow-up,Medium,4184
BRW-00747,0.6566,Medium Risk,0.3434,Call-center follow-up,Medium,4185
BRW-04744,0.6566,Medium Risk,0.3434,Call-center follow-up,Medium,4186
BRW-02401,0.6566,Medium Risk,0.3434,Call-center follow-up,Medium,4187
BRW-01858,0.657,Medium Risk,0.343,Call-center follow-up,Medium,4188
BRW-04954,0.6571,Medium Risk,0.3429,Call-center follow-up,Medium,4189
BRW-01937,0.6571,Medium Risk,0.3429,Call-center follow-up,Medium,4190
BRW-04702,0.6572,Medium Risk,0.3428,Call-center follow-up,Medium,4191
BRW-02029,0.6574,Medium Risk,0.3426,Call-center follow-up,Medium,4192
BRW-01437,0.6575,Medium Risk,0.3425,Call-center follow-up,Medium,4193
BRW-00159,0.6575,Medium Risk,0.3425,Call-center follow-up,Medium,4194
BRW-04640,0.6575,Medium Risk,0.3425,Call-center follow-up,Medium,4195
BRW-01512,0.6576,Medium Risk,0.3424,Call-center follow-up,Medium,4196
BRW-01488,0.6576,Medium Risk,0.3424,Call-center follow-up,Medium,4197
BRW-00900,0.6579,Medium Risk,0.3421,Call-center follow-up,Medium,4198
BRW-03261,0.6579,Medium Risk,0.3421,Call-center follow-up,Medium,4199
BRW-01400,0.658,Medium Risk,0.342,Call-center follow-up,Medium,4200
BRW-00597,0.6581,Medium Risk,0.3419,Call-center follow-up,Medium,4201
BRW-04189,0.6581,Medium Risk,0.3419,Call-center follow-up,Medium,4202
BRW-02636,0.6585,Medium Risk,0.3415,Call-center follow-up,Medium,4203
BRW-03740,0.6588,Medium Risk,0.3412,Call-center follow-up,Medium,4204
BRW-04119,0.6589,Medium Risk,0.3411,Call-center follow-up,Medium,4205
BRW-04395,0.659,Medium Risk,0.341,Call-center follow-up,Medium,4206
BRW-00371,0.659,Medium Risk,0.341,Call-center follow-up,Medium,4207
BRW-04509,0.6591,Medium Risk,0.3409,Call-center follow-up,Medium,4208
BRW-03527,0.6593,Medium Risk,0.3407,Call-center follow-up,Medium,4209
BRW-03917,0.6593,Medium Risk,0.3407,Call-center follow-up,Medium,4210
BRW-04945,0.6593,Medium Risk,0.3407,Call-center follow-up,Medium,4211
BRW-01869,0.6594,Medium Risk,0.3406,Call-center follow-up,Medium,4212
BRW-01562,0.6595,Medium Risk,0.3405,Call-center follow-up,Medium,4213
BRW-01339,0.6596,Medium Risk,0.3404,Call-center follow-up,Medium,4214
BRW-04932,0.6598,Medium Risk,0.3402,Call-center follow-up,Medium,4215
BRW-04137,0.6599,Medium Risk,0.3401,Call-center follow-up,Medium,4216
BRW-00333,0.6599,Medium Risk,0.3401,Call-center follow-up,Medium,4217
BRW-03883,0.66,Medium Risk,0.34,Call-center follow-up,Medium,4218
BRW-03653,0.6601,Medium Risk,0.3399,Call-center follow-up,Medium,4219
BRW-03758,0.6601,Medium Risk,0.3399,Call-center follow-up,Medium,4220
BRW-03908,0.6602,Medium Risk,0.3398,Call-center follow-up,Medium,4221
BRW-02181,0.6604,Medium Risk,0.3396,Call-center follow-up,Medium,4222
BRW-03935,0.6605,Medium Risk,0.3395,Call-center follow-up,Medium,4223
BRW-04110,0.6607,Medium Risk,0.3393,Call-center follow-up,Medium,4224
BRW-04124,0.6607,Medium Risk,0.3393,Call-center follow-up,Medium,4225
BRW-04465,0.6608,Medium Risk,0.3392,Call-center follow-up,Medium,4226
BRW-00722,0.6608,Medium Risk,0.3392,Call-center follow-up,Medium,4227
BRW-00324,0.6609,Medium Risk,0.3391,Call-center follow-up,Medium,4228
BRW-04156,0.6611,Medium Risk,0.3389,Call-center follow-up,Medium,4229
BRW-01388,0.6611,Medium Risk,0.3389,Call-center follow-up,Medium,4230
BRW-01551,0.6614,Medium Risk,0.3386,Call-center follow-up,Medium,4231
BRW-03096,0.6615,Medium Risk,0.3385,Call-center follow-up,Medium,4232
BRW-04854,0.6616,Medium Risk,0.3384,Call-center follow-up,Medium,4233
BRW-04877,0.6616,Medium Risk,0.3384,Call-center follow-up,Medium,4234
BRW-02428,0.6616,Medium Risk,0.3384,Call-center follow-up,Medium,4235
BRW-00833,0.6617,Medium Risk,0.3383,Call-center follow-up,Medium,4236
BRW-01569,0.6617,Medium Risk,0.3383,Call-center follow-up,Medium,4237
BRW-04031,0.6617,Medium Risk,0.3383,Call-center follow-up,Medium,4238
BRW-00795,0.6617,Medium Risk,0.3383,Call-center follow-up,Medium,4239
BRW-00035,0.6618,Medium Risk,0.3382,Call-center follow-up,Medium,4240
BRW-03390,0.6618,Medium Risk,0.3382,Call-center follow-up,Medium,4241
BRW-02580,0.6619,Medium Risk,0.3381,Call-center follow-up,Medium,4242
BRW-01829,0.6621,Medium Risk,0.3379,Call-center follow-up,Medium,4243
BRW-00594,0.6624,Medium Risk,0.3376,Call-center follow-up,Medium,4244
BRW-03015,0.6625,Medium Risk,0.3375,Call-center follow-up,Medium,4245
BRW-00743,0.6626,Medium Risk,0.3374,Call-center follow-up,Medium,4246
BRW-02951,0.6628,Medium Risk,0.3372,Call-center follow-up,Medium,4247
BRW-02355,0.6628,Medium Risk,0.3372,Call-center follow-up,Medium,4248
BRW-04973,0.6629,Medium Risk,0.3371,Call-center follow-up,Medium,4249
BRW-04951,0.663,Medium Risk,0.337,Call-center follow-up,Medium,4250
BRW-03682,0.663,Medium Risk,0.337,Call-center follow-up,Medium,4251
BRW-04321,0.663,Medium Risk,0.337,Call-center follow-up,Medium,4252
BRW-00027,0.6631,Medium Risk,0.3369,Call-center follow-up,Medium,4253
BRW-01832,0.6634,Medium Risk,0.3366,Call-center follow-up,Medium,4254
BRW-02397,0.6634,Medium Risk,0.3366,Call-center follow-up,Medium,4255
